cluster_label,mean_sequence_identity,min_sequence_identity,max_sequence_identity,standard_deviation,n_alignments
0,0.4375011362937044,0.3389830508474576,0.5283018867924528,0.058118047571284706,15
1,0.6081448332965017,0.5,0.9743589743589743,0.08118597793349265,45
2,0.765481155390794,0.672289156626506,0.9783132530120482,0.10246213814301135,45
3,0.7724437808319485,0.605080831408776,0.9681093394077449,0.13265009322873306,28
4,0.6174255232957953,0.49538866930171277,0.7960264900662252,0.11223120345653063,45
5,0.6181475281962983,0.49665551839464883,0.9821138211382113,0.1507687595793487,21
6,0.8126253203678576,0.7109375,0.946969696969697,0.07074639325996984,15
7,0.8557504873294347,0.8128654970760234,0.9239766081871345,0.03162549728387799,21
8,0.8580157770098747,0.7702127659574468,0.9789029535864979,0.07601328337874871,15
9,0.6511389622255787,0.44776119402985076,0.9696969696969697,0.1285208852371773,45
10,0.7109484128862966,0.625,0.9861111111111112,0.08916979375100473,15
11,0.6305778609434562,0.42127659574468085,0.9121338912133892,0.16738491758299837,45
12,0.8295446507618568,0.7757296466973886,0.901386748844376,0.03961204295668118,15
13,0.5063425172075627,0.4088397790055249,0.7228260869565217,0.07800859494008172,15
14,0.5597378845213709,0.48172757475083056,0.9773462783171522,0.10423994381370916,21
15,0.656392694063927,0.6095890410958904,0.75,0.06619036079600103,3
16,0.8610731738657484,0.7657342657342657,0.9421768707482994,0.052727300732970966,36
17,0.8447053845340103,0.782608695652174,0.9927007299270073,0.04790536248296926,21
18,0.5531358246645764,0.3870967741935484,0.6811594202898551,0.11068681263195576,10
19,0.5093629040520474,0.46411483253588515,0.5714285714285714,0.029798971610902253,36
20,1.0,1.0,1.0,0.0,1
21,0.5742100100531559,0.4764705882352941,0.7610062893081762,0.06541369453335852,36
22,0.9395348837209302,0.9395348837209302,0.9395348837209302,0.0,1
23,0.5358738123760529,0.40789473684210525,0.6851851851851852,0.08791563952286309,15
24,0.7091941397830562,0.6295081967213115,0.9218415417558886,0.0807168810219426,36
25,0.45483273842153443,0.3838383838383838,0.8773584905660378,0.14159295106612804,10
26,0.663009678063873,0.561377245508982,0.8386167146974063,0.07737947978136778,15
27,0.5943231136300443,0.36923076923076925,0.8974358974358975,0.19969708219566848,28
28,0.6888694499596755,0.5740740740740741,0.8148148148148148,0.0697270458436056,21
29,0.5188477381822927,0.4013921113689095,0.7803030303030303,0.08063418879968481,45
30,0.830454340980657,0.7789473684210526,0.9230769230769231,0.04675561031830262,6
31,0.9589257503949447,0.95260663507109,0.9715639810426541,0.0065135949851780105,6
32,0.6605373527225268,0.5601851851851852,0.9004524886877828,0.09102651628755823,28
33,0.46820105864489603,0.38372093023255816,0.95,0.08600198308255894,45
34,0.500335255657568,0.4157303370786517,0.7137404580152672,0.07451812974082948,15
35,0.47079061636164826,0.3942307692307692,0.7326732673267327,0.06146656627217864,28
36,1.0,1.0,1.0,0.0,1
37,0.8268512189564822,0.7012987012987013,0.922077922077922,0.06577485365620157,15
38,0.7524002628788217,0.42196531791907516,0.936046511627907,0.16704654813567393,45
39,0.863786897048236,0.7861771058315334,0.9632829373650108,0.05581555181067161,45
40,0.5664591100323549,0.47058823529411764,0.8496732026143791,0.11604416015011557,15
41,0.5046661605658432,0.3695652173913043,0.640625,0.07605340116254317,15
42,0.5673962526356531,0.4682926829268293,0.8851540616246498,0.10501006137322987,15
43,0.48477439872788713,0.3923076923076923,0.6511627906976745,0.11789770194676248,3
44,0.688647190696371,0.6495726495726496,0.7666666666666667,0.04772979299258232,6
45,0.6347504516669453,0.487012987012987,0.7655601659751037,0.09425677476586064,10
46,0.6586786365260672,0.5475285171102662,0.8812260536398467,0.08359684299923506,15
47,0.4735014545495786,0.36619718309859156,0.9852941176470589,0.14827337583469716,45
48,0.9371970701807377,0.9072398190045249,0.9683257918552036,0.014221663881153312,21
49,0.672791662951846,0.5545454545454546,0.868421052631579,0.09186927239274913,21
50,0.6469174211720554,0.4942528735632184,0.9885057471264368,0.12129052869182468,45
51,0.4994011848315755,0.36,0.8737864077669902,0.1397254268804823,10
52,0.8716666666666667,0.825,0.975,0.036616126785075746,15
53,0.6417815674891147,0.5192307692307693,0.7924528301886793,0.1147645037419966,6
54,0.5456507643314975,0.41911764705882354,0.8571428571428571,0.14841652877493108,15
55,0.6296637651476361,0.5531135531135531,0.8534798534798534,0.09965665171277618,15
56,0.851750870238699,0.794392523364486,0.9672897196261683,0.049633435325098466,28
57,0.6015948479132774,0.37770897832817335,0.8576,0.14041558568095447,45
58,0.7589108535938804,0.691358024691358,0.9074074074074074,0.04305647810121901,45
59,0.803001335499788,0.7087227414330218,0.9143302180685359,0.08355359322370368,15
60,0.6027073221027252,0.5098684210526315,0.8947368421052632,0.09310248995738261,21
61,0.5813386040793331,0.5040650406504065,0.776,0.052915703210217185,45
62,0.6141655546481436,0.5642633228840125,0.7577639751552795,0.06558514688436436,6
63,0.7235613463626493,0.5830618892508144,0.9641693811074918,0.11317435813178599,15
64,0.9848484848484849,0.9810606060606061,0.9886363636363636,0.0030927900792716866,3
65,0.6526166816085469,0.6046511627906976,0.7407407407407407,0.04013796763738639,15
66,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,1
67,0.7477988265323842,0.6607142857142857,0.9285714285714286,0.07222534900256278,36
68,0.9005568814638027,0.8424821002386634,0.9832935560859188,0.027759845330233113,45
69,0.5834295288439381,0.3917525773195876,0.7755102040816326,0.11027713627349424,28
70,0.7989140746992854,0.75,0.9616724738675958,0.051726259444389674,28
71,0.7566050026055237,0.680921052631579,0.8256578947368421,0.05114480398218333,10
72,0.9108088217443026,0.8531073446327684,0.9777777777777777,0.036103308757622465,15
73,0.5212468868972896,0.37910447761194027,0.7462235649546828,0.14930589234165978,15
74,1.0,1.0,1.0,0.0,1
75,0.6494699857973548,0.47368421052631576,0.9382716049382716,0.1278254311434945,28
76,0.9774011299435029,0.9745762711864406,0.9830508474576272,0.003994953566025734,3
77,1.0,1.0,1.0,0.0,1
78,0.5008035090658322,0.36382536382536385,0.8191214470284238,0.13553862636890818,28
79,0.9307875894988067,0.9307875894988067,0.9307875894988067,0.0,1
80,0.7292462614783849,0.48484848484848486,0.9674418604651163,0.16432276695489956,21
81,0.8995098039215687,0.8725490196078431,0.9852941176470589,0.039190146912455766,6
82,0.6223945416977479,0.474964234620887,0.8125894134477826,0.14298546628546766,15
83,0.9155218429554712,0.8892128279883382,0.9475218658892128,0.014377562584374861,15
84,0.8796296296296297,0.8559027777777778,0.9166666666666666,0.02653216061654547,3
85,0.6684366147610626,0.4731182795698925,0.9858657243816255,0.15926680529750048,28
86,0.7317874396135267,0.4782608695652174,0.8857142857142857,0.12511801772122236,45
87,0.757073262442541,0.6172839506172839,0.9670781893004116,0.10255212026560334,36
88,0.7108028711131099,0.6477272727272727,0.7786259541984732,0.04470663691052902,15
89,0.5520574308823669,0.4549763033175355,0.954954954954955,0.11794030477942063,28
90,0.46289671960605083,0.39574468085106385,0.5956521739130435,0.04708723627606124,45
91,0.7715419501133787,0.6428571428571429,0.8968253968253969,0.0882716957303468,21
92,0.632287139425281,0.5823293172690763,0.7289156626506024,0.06833986107092573,3
93,0.9038577038577036,0.841995841995842,0.9625779625779626,0.029202084036632926,45
94,0.7492482323877674,0.6744186046511628,0.8682170542635659,0.04692195863009468,28
95,0.49139854115330395,0.3875432525951557,0.8653846153846154,0.11607461862917615,45
96,0.8970814132104455,0.75,0.9919354838709677,0.09110047273154498,21
97,0.581964899874403,0.4421768707482993,0.9090909090909091,0.101968384205066,45
98,0.8224551298735286,0.6424870466321243,0.9715762273901809,0.08970228765387622,45
99,0.5857905285500548,0.46124031007751937,0.9342723004694836,0.16044448543114312,21
100,0.8975614439324118,0.8508064516129032,0.9818548387096774,0.03926522199943953,21
101,0.46115018828957677,0.4329896907216495,0.5118790496760259,0.022898714810091352,10
102,0.9438496071829405,0.9074074074074074,0.990909090909091,0.024770168074332112,15
103,0.5473770055422882,0.4806973848069738,0.7573529411764706,0.056489790435337334,45
104,0.8495934959349594,0.7804878048780488,0.975609756097561,0.08109730627341462,6
105,0.6570187790355297,0.5793103448275863,0.8431372549019608,0.08366717614916895,10
106,0.3669064748201439,0.3669064748201439,0.3669064748201439,0.0,1
107,0.5136325670475574,0.4282115869017632,0.7774193548387097,0.07246427470987463,28
108,0.7736263736263738,0.5384615384615384,0.9340659340659341,0.15204598291365257,15
109,0.7732997216685029,0.6994219653179191,0.9770114942528736,0.04975363355934954,45
110,0.5316871271400609,0.3493975903614458,0.8187134502923976,0.15553979600454346,36
111,0.6555578410635439,0.538860103626943,0.779874213836478,0.061067054868146155,45
112,0.6188013397783063,0.5,0.7899543378995434,0.07896969698279703,45
113,0.9060987765069396,0.8775510204081632,0.9846153846153847,0.022076293561757748,21
114,0.5273662654552604,0.4155844155844156,0.9234042553191489,0.11376372198444966,45
115,0.8146226013420169,0.7599067599067599,0.9836829836829837,0.057233551432950065,45
116,0.5732126895220488,0.46564885496183206,0.9402985074626866,0.07512954104462942,45
117,0.40922619047619047,0.375,0.44642857142857145,0.02923643259581623,3
118,0.7557260940457043,0.6410256410256411,0.9006211180124224,0.05927914611967132,45
119,0.6382756890770268,0.4461538461538462,0.9722222222222222,0.14050298278721224,45
120,0.5830888419724325,0.4270833333333333,0.8415841584158416,0.14995486794907648,10
121,0.7927328585393103,0.7612903225806451,0.896774193548387,0.03223989777361269,15
122,0.6628341925650951,0.5098039215686274,0.9029850746268657,0.15362575480865157,15
123,0.865225183107371,0.7608695652173914,0.946236559139785,0.05373488930719534,15
124,0.49418863835106414,0.4228187919463087,0.7066666666666667,0.08575630967095235,15
125,0.6620646756387066,0.5602836879432624,0.958904109589041,0.11287106199460438,15
126,0.5840882110609514,0.5,0.7948717948717948,0.07873102974605785,21
127,0.6006627537178295,0.47282608695652173,0.8531073446327684,0.09320221984648018,45
128,0.8299255961865218,0.7804878048780488,0.9407665505226481,0.03369450262741213,45
129,0.9480122324159022,0.9480122324159022,0.9480122324159022,0.0,1
130,0.81517094017094,0.7083333333333334,0.9166666666666666,0.07062604222665986,6
131,0.7341788031985749,0.6450617283950617,0.9164179104477612,0.07916677591074894,21
132,0.705486921375734,0.5412186379928315,0.956989247311828,0.13688344361860125,10
133,0.7533505819273565,0.6560509554140127,0.9556962025316456,0.0954058882454648,45
134,0.5959127712658286,0.5326460481099656,0.7363013698630136,0.06875374951773174,10
135,0.46749411061131674,0.4083969465648855,0.8243243243243243,0.06869624397498261,36
136,0.7219662058371736,0.6405529953917051,0.8248847926267281,0.07677418740153487,3
137,0.9167119917119917,0.8606060606060606,1.0,0.03432187413001415,36
138,0.6651197230090403,0.56875,0.7905138339920948,0.048057691210034434,36
139,0.9085964912280703,0.8894736842105263,0.9421052631578948,0.015161995871447351,10
140,0.6254653130287648,0.5279187817258884,0.8157894736842105,0.12473912791327794,6
141,0.5918257213691933,0.41754385964912283,0.9195804195804196,0.18666299907825712,15
142,0.8339012956315391,0.6907730673316709,0.9203980099502488,0.06998504675402911,45
143,0.7625,0.7625,0.7625,0.0,1
144,0.8042426939623201,0.6635514018691588,0.9428571428571428,0.10221101768761799,6
145,0.8580645161290322,0.7849462365591398,0.978494623655914,0.05499661011847064,10
146,0.8256929637526652,0.6567164179104478,0.9701492537313433,0.11833568642661128,28
147,0.8581936389298694,0.7828054298642534,0.9728506787330317,0.0525605540581481,36
148,0.7454919486648257,0.6451612903225806,0.8691358024691358,0.051231863142705364,45
149,0.7581912719631095,0.631578947368421,0.9682539682539683,0.0852853680877408,28
150,0.7617914329503183,0.650853889943074,0.9603024574669187,0.10665546458154535,45
151,0.8979203802733214,0.8021390374331551,0.9679144385026738,0.03913169131762072,45
152,0.6683831647298646,0.555,0.946078431372549,0.10904397037705801,21
153,0.7902762471733813,0.6935483870967742,0.8884120171673819,0.08642273773403805,6
154,1.0,1.0,1.0,0.0,1
155,0.6638426168311594,0.5533980582524272,0.933649289099526,0.12489619657458953,15
156,0.5922865013774105,0.5922865013774105,0.5922865013774105,0.0,1
157,0.6228213317725331,0.5471264367816092,0.9305555555555556,0.0607248709086061,45
158,0.6496192530027115,0.5675675675675675,0.9121621621621622,0.06590395713963342,36
159,0.5565580618212197,0.4714285714285714,0.7714285714285715,0.09986388085331006,6
160,0.6893540858524646,0.5555555555555556,0.9664804469273743,0.12123513590935107,45
161,0.9023809523809524,0.8741496598639455,0.9523809523809523,0.019062797645172855,10
162,0.5407013396375098,0.4574468085106383,0.7340425531914894,0.08303006366056523,10
163,0.8171271875625294,0.6886792452830188,0.9354838709677419,0.07835911530276304,28
164,0.5474547389547766,0.4009433962264151,0.712742980561555,0.1190973776156478,15
165,0.5764504896954539,0.4634146341463415,0.7659574468085106,0.08297498774403854,45
166,0.4526907786872503,0.375,0.8378378378378378,0.09626437731416715,36
167,0.9320388349514563,0.9320388349514563,0.9320388349514563,0.0,1
168,0.6610941338764899,0.4617169373549884,0.9433106575963719,0.18392532712338122,45
169,0.9098639455782314,0.8877551020408163,0.9387755102040817,0.01604418559873574,6
170,0.7245804853373965,0.5688073394495413,0.9770642201834863,0.12278320966470364,36
171,0.773077764612451,0.6861538461538461,0.9661538461538461,0.058385233762261235,45
172,0.7375,0.4722222222222222,0.9861111111111112,0.21017243802103,10
173,0.7063355391215628,0.48,0.96,0.17740608324509602,28
174,0.6922052558070071,0.5656565656565656,0.9595959595959596,0.12035723301295588,45
175,0.6305637982195845,0.5400593471810089,0.8219584569732937,0.11244359372629448,6
176,0.6947185734557096,0.59375,0.9516129032258065,0.10463820681568106,21
177,0.9246398046398048,0.8461538461538461,1.0,0.03960451174665246,15
178,0.6849671035483631,0.583710407239819,0.9166666666666666,0.06637256325019454,45
179,0.5233918128654971,0.5233918128654971,0.5233918128654971,0.0,1
180,0.5910619983597362,0.4147465437788018,0.9625,0.11514608378533776,45
181,0.6297099611872907,0.5360824742268041,0.7835051546391752,0.09505329086150492,6
182,1.0,1.0,1.0,0.0,1
183,0.5690106184227124,0.358974358974359,0.8205128205128205,0.10710957437055607,36
184,0.5478547854785478,0.5478547854785478,0.5478547854785478,0.0,1
185,0.784083172256811,0.6275303643724697,0.9959514170040485,0.10603605909777573,45
186,0.6323070402208932,0.4739583333333333,0.8802083333333334,0.14121385785064444,28
187,0.6743307304016832,0.4050632911392405,0.9487179487179487,0.18784427412451765,21
188,0.8457598394657854,0.7818791946308725,0.9597989949748744,0.07096842296424058,10
189,0.793163981825692,0.7211895910780669,0.9776951672862454,0.059111526500011335,36
190,0.7887334841428548,0.7254098360655737,0.9392712550607287,0.06169591820481839,21
191,0.6304807020359836,0.527363184079602,0.9323671497584541,0.1048749137101671,15
192,0.6363923174532671,0.41015625,0.9520295202952029,0.1597484395493962,45
193,0.6943934760448524,0.5740740740740741,0.9814814814814815,0.0997997128095234,15
194,0.5268334299143649,0.4491017964071856,0.7724550898203593,0.1137142622518855,6
195,1.0,1.0,1.0,0.0,1
196,0.887202380952381,0.8083333333333333,0.9916666666666667,0.04866685741039873,28
197,0.778154061172929,0.6415094339622641,0.9937106918238994,0.09951417356289376,45
198,0.9083044982698962,0.9083044982698962,0.9083044982698962,0.0,1
199,0.6609121398782187,0.5866261398176292,0.8562874251497006,0.06482076819612521,21
200,0.8069584739073389,0.7512437810945274,0.945273631840796,0.04817695665581826,45
201,0.7688266433549452,0.6630727762803235,0.8864864864864865,0.10029396002588312,6
202,0.9391041045852159,0.900990099009901,0.9603960396039604,0.01941356922026783,6
203,0.6956401962000894,0.43870967741935485,0.9285714285714286,0.14233063318287348,36
204,0.7902069573182499,0.7222222222222222,0.8659217877094972,0.05464680518455841,6
205,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.0,1
206,0.8206896551724138,0.6666666666666666,0.9655172413793104,0.0888161943465794,15
207,0.8930523028883686,0.7622950819672131,0.9754098360655737,0.07098461572480677,21
208,0.5363268629170314,0.4296577946768061,0.9829545454545454,0.08998072070201663,45
209,0.7064807459565584,0.5896328293736501,0.869098712446352,0.09317545183145264,36
210,0.7040318116452297,0.4688995215311005,0.930622009569378,0.13171037185197587,36
211,0.45217391304347826,0.45217391304347826,0.45217391304347826,0.0,1
212,1.0,1.0,1.0,0.0,1
213,0.7301820774925359,0.6126760563380281,0.9507042253521126,0.08092514850566465,45
214,0.6949123196448392,0.4830188679245283,0.8494117647058823,0.16424817346471793,10
215,0.7492479349265649,0.67601246105919,0.9781931464174455,0.06270551729109203,36
216,0.5510341510341511,0.37662337662337664,0.9861111111111112,0.1880012177794214,15
217,0.6609195402298851,0.5919540229885057,0.7931034482758621,0.06569512720108142,6
218,0.6224389950441719,0.5135135135135135,0.9411764705882353,0.11855040046478073,36
219,0.5188679245283019,0.5188679245283019,0.5188679245283019,0.0,1
220,0.5470979989006743,0.37333333333333335,0.8071065989847716,0.12852808825717257,15
221,0.8165680473372781,0.8165680473372781,0.8165680473372781,0.0,1
222,0.6700692896230346,0.5823529411764706,0.8533724340175953,0.07759096439153114,45
223,0.8584740903444688,0.7986725663716814,0.9490022172949002,0.04974738639544493,10
224,0.5789456233145384,0.453125,0.8350515463917526,0.09000424329469973,45
225,0.9404485428051002,0.8916666666666667,0.9836065573770492,0.026568655433417066,36
226,0.6956829198332177,0.5431472081218274,0.9137055837563451,0.11044460214999235,36
227,0.48828592384650893,0.3960880195599022,0.7962529274004684,0.10053658491641301,45
228,0.9042790753817369,0.8491761723700887,0.9784537389100126,0.03554098589521856,21
229,0.8793124616329036,0.7845303867403315,0.9834254143646409,0.05006980811778048,45
230,0.5521403605725819,0.4623955431754875,0.7559055118110236,0.12541947489506539,10
231,0.5795924363014796,0.3865979381443299,0.7668393782383419,0.15593673302049188,10
232,1.0,1.0,1.0,0.0,1
233,0.7180063233084522,0.559322033898305,0.959866220735786,0.13821811177462015,45
234,0.8474720980009939,0.788235294117647,0.9707602339181286,0.04170184477170231,36
235,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.0,1
236,0.6530189578821929,0.48466257668711654,0.9545454545454546,0.12307355301825855,45
237,0.6530309921175901,0.4716981132075472,0.8991935483870968,0.17703609147902175,6
238,0.8163849823795049,0.7376681614349776,0.9843400447427293,0.054179132531985516,28
239,0.8,0.7,0.9857142857142858,0.08367955290090971,45
240,0.9492307692307692,0.9230769230769231,0.9769230769230769,0.017269187938956636,10
241,0.761673426804223,0.706140350877193,0.851063829787234,0.028520060420249824,45
242,0.8214096449390568,0.7790143084260731,0.8966613672496025,0.05335331403774551,3
243,0.6039811504718551,0.525,0.885593220338983,0.06801121276531151,36
244,0.7362579980001075,0.6883408071748879,0.8329571106094809,0.031152523002429388,28
245,0.8817008563198734,0.8455284552845529,0.9814323607427056,0.041734258926937565,15
246,0.8820717131474102,0.8047808764940239,0.9681274900398407,0.05136816402003568,15
247,0.7492137189772744,0.5389048991354467,0.9048991354466859,0.13135768966850567,21
248,0.4675239545478098,0.35353535353535354,0.9292035398230089,0.10810716867573608,36
249,0.6418448637316561,0.4641509433962264,0.9660377358490566,0.10335864356127841,45
250,0.8499619875080265,0.7901907356948229,0.989159891598916,0.04580374758649182,45
251,0.7878772938111425,0.7658986175115208,0.8256457564575646,0.018457237209316177,10
252,0.9383177570093457,0.9018691588785047,0.969626168224299,0.02755028593081061,10
253,0.5965331843137506,0.4028776978417266,0.9404761904761905,0.14078428111326904,45
254,0.7435028248587569,0.5932203389830508,0.9661016949152542,0.14313311510589813,15
255,1.0,1.0,1.0,0.0,1
256,0.5667498304797598,0.4719387755102041,0.7045454545454546,0.055091187974981276,21
257,0.638071008049982,0.48292682926829267,0.9795918367346939,0.21154214433384214,10
258,0.8216519851908591,0.7667560321715817,0.8900804289544236,0.033471125742598445,21
259,0.5569715211718405,0.4915254237288136,0.6386554621848739,0.04103883897032459,15
260,0.6805036880752177,0.5337837837837838,0.9671052631578947,0.12389689269200255,36
261,0.9467831691180223,0.9112903225806451,0.9921259842519685,0.027368373755986865,28
262,1.0,1.0,1.0,0.0,1
263,0.7425691810647563,0.5357142857142857,0.9823008849557522,0.1428079545987024,45
264,0.6906743106743106,0.6156156156156156,0.9636363636363636,0.10550070680161694,10
265,0.7219936366284854,0.6073059360730594,0.9405034324942791,0.10671098077024635,28
266,0.8456194371153813,0.7690677966101694,0.968421052631579,0.047925013577650326,45
267,0.8510536398467433,0.7787356321839081,0.9827586206896551,0.07234337683973058,6
268,0.3870967741935484,0.3870967741935484,0.3870967741935484,0.0,1
269,0.762230362230362,0.6813186813186813,0.978021978021978,0.055637059843253386,45
270,0.6911930175128072,0.4366576819407008,0.9949109414758269,0.18486412470669683,21
271,0.7900085869884528,0.7037037037037037,0.9427609427609428,0.09511072971671575,10
272,0.5188133625633625,0.42142857142857143,0.7152777777777778,0.10512900431439516,6
273,0.5620158585324779,0.4279835390946502,0.8097982708933718,0.12919740718484632,10
274,0.6509514196791114,0.5264516129032258,0.9586028460543338,0.09558081428671515,45
275,0.7436623519807117,0.6456692913385826,0.875968992248062,0.06746413574255568,10
276,0.8611721611721612,0.8,0.9461538461538461,0.045815376157522535,21
277,0.8884399551066214,0.7626262626262627,0.9545454545454546,0.047863847397129566,45
278,0.8527387628406304,0.750733137829912,0.9619883040935673,0.06553867275699357,10
279,0.919862510495382,0.8690176322418136,0.9748110831234257,0.045370725934760374,6
280,0.5662503316004779,0.46703296703296704,0.8128342245989305,0.10443686331773738,10
281,0.91332985328677,0.8561151079136691,0.9861111111111112,0.04188441181175473,45
282,0.8691354414162065,0.7964071856287425,0.9701492537313433,0.048446783159059086,28
283,0.6477375317726393,0.5857988165680473,0.7386666666666667,0.05806206590892393,10
284,0.5263263351668219,0.40852130325814534,0.9168765743073047,0.1364398849867842,45
285,0.9635057471264368,0.9504310344827587,0.9827586206896551,0.010513079385015334,15
286,0.736588274962554,0.6153846153846154,0.8717948717948718,0.07793827878256765,45
287,0.7288135593220338,0.7288135593220338,0.7288135593220338,0.0,1
288,0.7853403141361256,0.743455497382199,0.806282722513089,0.02961703795545747,3
289,0.49707602339181284,0.49707602339181284,0.49707602339181284,0.0,1
290,0.8543037683147091,0.7820895522388059,0.9264705882352942,0.05148972287804447,15
291,0.6123833757421544,0.549618320610687,0.7379134860050891,0.08876319221001615,3
292,0.7415407082876961,0.6506024096385542,0.8975903614457831,0.08486346987757307,15
293,0.5978683048005972,0.5441176470588235,0.8137254901960784,0.06742928821721854,15
294,0.7678184419924879,0.6290322580645161,0.9369747899159664,0.0979302673750184,15
295,0.8991525423728813,0.8220338983050848,0.9661016949152542,0.0484535334200773,10
296,0.45459033586743336,0.3816155988857939,0.724233983286908,0.08862029644741648,21
297,0.5964562965321979,0.4980392156862745,0.9407114624505929,0.11840433192451463,15
298,0.4912706687836135,0.42441860465116277,0.6354166666666666,0.06739099092090839,10
299,0.8445448804467613,0.7397590361445783,0.9592326139088729,0.06632543261436492,28
300,0.8218303048811523,0.6396396396396397,0.9915254237288136,0.11253967206310599,21
301,0.7390786649331706,0.6637168141592921,0.9598853868194842,0.08793315812745335,15
302,0.5919668737060042,0.5217391304347826,0.6811594202898551,0.060854690369932185,10
303,0.8432432432432433,0.8432432432432433,0.8432432432432433,0.0,1
304,0.6390825751846785,0.4748858447488584,0.8805309734513275,0.14333508220784497,15
305,0.6832747113889553,0.6139705882352942,0.9485294117647058,0.08356364745788368,28
306,0.7041113057347517,0.5468164794007491,0.9771863117870723,0.1439306002421866,10
307,0.8027765861117315,0.7724665391969407,0.8755980861244019,0.03157535058074734,10
308,0.49709581512473755,0.38645418326693226,0.6608996539792388,0.10786029166103078,6
309,0.611227732586956,0.4774774774774775,0.8543689320388349,0.13096048551584893,6
310,0.8899116997792494,0.8333333333333334,0.9690949227373068,0.0416409360266175,28
311,0.9509090909090908,0.9381818181818182,0.9672727272727273,0.010653573231058752,6
312,0.681989737661051,0.5310344827586206,0.9862068965517241,0.11622888701270663,15
313,0.9490196078431373,0.9294117647058824,0.9764705882352941,0.019996154955265803,3
314,0.520273154075971,0.3591549295774648,0.8380281690140845,0.22469417430743002,3
315,0.6300236406619385,0.6063829787234043,0.6666666666666666,0.02627199854715466,3
316,0.5100413394287066,0.37398373983739835,0.8009259259259259,0.09355860155690679,45
317,0.6786864397220949,0.5028571428571429,0.9766081871345029,0.1085848875714069,28
318,0.4198360877448457,0.34065934065934067,0.7956989247311828,0.07681971797454569,45
319,0.4775678496017479,0.42857142857142855,0.5254237288135594,0.03200116122001746,6
320,0.8580969486766586,0.7681159420289855,0.9806763285024155,0.05864837213182089,45
321,0.5760671906302974,0.3673469387755102,0.912621359223301,0.1591609355242858,15
322,0.853342467432487,0.7619047619047619,0.9795918367346939,0.08481265668192194,15
323,0.8541085809688351,0.6036036036036037,0.9819819819819819,0.12305208806151699,36
324,0.7399149463253509,0.6685714285714286,0.9017341040462428,0.06497677845518016,10
325,0.46956521739130436,0.46956521739130436,0.46956521739130436,0.0,1
326,0.5009926217345205,0.37916666666666665,0.9518072289156626,0.10086642527961123,45
327,0.9101502660859406,0.8633879781420765,0.980072463768116,0.034499887610956244,15
328,0.8291404612159329,0.7421383647798742,0.9119496855345912,0.06941229824378745,6
329,0.6997827136648961,0.5963302752293578,0.868421052631579,0.11462744616484732,6
330,0.6926573908251825,0.5714285714285714,0.9327731092436975,0.16979014463250422,3
331,0.6938932138906958,0.6257668711656442,0.9664634146341463,0.08261366422345531,15
332,0.5735868448098663,0.45,0.6928571428571428,0.10918027377852091,6
333,0.75522195890418,0.6865079365079365,0.8813868613138686,0.05408190369129357,21
334,0.45875220492579377,0.35714285714285715,0.9361702127659575,0.0992698815741853,45
335,0.7128420722683168,0.5183673469387755,0.9306122448979591,0.13295120877711078,45
336,0.5674598458912185,0.36363636363636365,0.8095238095238095,0.1526111140987331,15
337,0.7643952417490866,0.6681818181818182,0.9099236641221374,0.07016637592556456,15
338,0.538235294117647,0.538235294117647,0.538235294117647,0.0,1
339,0.8171278933212108,0.7404761904761905,0.9665871121718377,0.07210512553512252,6
340,0.8665977342204639,0.8463855421686747,0.9126506024096386,0.021692417305935255,6
341,0.6350701002640662,0.49377593360995853,0.8764940239043825,0.1306058756251615,6
342,0.6918362470410762,0.5684210526315789,0.9578947368421052,0.08065595622641454,45
343,0.6476020952085227,0.5178571428571429,0.9078947368421053,0.10117682918686309,15
344,0.6486874264415365,0.5103092783505154,0.989247311827957,0.09099380896394284,36
345,0.4518171300453032,0.39572192513368987,0.5888594164456233,0.06621641409040782,10
346,0.6348861439312568,0.5102040816326531,0.8118811881188119,0.08476916788097519,15
347,0.611159842417787,0.4866920152091255,0.9429657794676806,0.11991794896323117,21
348,0.8651685393258427,0.8651685393258427,0.8651685393258427,0.0,1
349,0.6172143769081995,0.5103734439834025,0.8619246861924686,0.09003939277388699,36
350,0.6957388799896445,0.5925925925925926,0.8518518518518519,0.086144445439736,21
351,0.8497535821343015,0.7392241379310345,0.9612068965517241,0.0649049825780437,45
